Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate,metric1,metric2
January,Economy,UK,UK,109.53,FLYBE BRITISH EUROPEAN,Strategic Director Border,109.53,109.53
February,Economy,UK,UK,79.5,BRITISH AIRWAYS,OSCT,79.5,79.5
January,Economy,UK,UK,198.55,BRITISH AIRWAYS,OSCT,198.55,198.55
January,Business Class,UK,UK,191.55,BRITISH AIRWAYS,Science & Research Group,191.55,191.55
January,Economy,UK,UK,124.34,FLYBE BRITISH EUROPEAN,Strategic Director Border,124.34,124.34
January,Economy,UK,EEA,416.93,LUFTHANSA GERMAN AIRLINES,Science & Research Group,416.93,416.93
January,Economy,UK,UK,88.01,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,88.01,88.01
January,Economy,UK,EEA,518.13,LUFTHANSA GERMAN AIRLINES,Science & Research Group,518.13,518.13
February,Economy,UK,UK,94.43,BRITISH AIRWAYS,HROD,94.43,94.43
January,Economy,UK,UK,180.48,LUFTHANSA GERMAN AIRLINES,Immigration Group,180.48,180.48
January,Economy,UK,UK,173.5,BMI,Strategic Director Border,173.5,173.5
January,Economy,UK,EEA,285.2,BRITISH AIRWAYS,Crime & Policing Group,285.2,285.2
January,Economy,UK,UK,158.01,FLYBE BRITISH EUROPEAN,Immigration Group,158.01,158.01
February,Economy,UK,UK,176.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,176.7,176.7
January,Economy,UK,UK,221.5,BRITISH AIRWAYS,Science & Research Group,221.5,221.5
January,Economy,UK,EEA,295.27,LOT-POLISH AIRLINES,Strategic Director Border,295.27,295.27
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,Finance & Commercial Group,204.35,204.35
January,Economy,UK,UK,135.85,BRITISH AIRWAYS,Criminal & Detention Group,135.85,135.85
January,Economy,UK,Non EEA,236.41,ROYAL AIR MAROC,International Group,236.41,236.41
January,Business Class,UK,UK,219.35,BRITISH AIRWAYS,Immigration Group,219.35,219.35
January,Economy,UK,EEA,285.6,BRITISH AIRWAYS,Immigration Group,285.6,285.6
January,Economy,UK,UK,80.03,EASYJET,Science & Research Group,80.03,80.03
January,Economy,UK,EEA,190.17,LOT-POLISH AIRLINES,UKBA,190.17,190.17
January,Economy,UK,UK,257.53,FLYBE BRITISH EUROPEAN,Strategic Director Border,257.53,257.53
January,Economy,UK,EEA,535.4,BMI,Policy & Strategy,535.4,535.4
January,Economy,UK,UK,202.1,BMI,Strategy & Reform Directorate,202.1,202.1
February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,23.98,23.98
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,Immigration Group,204.35,204.35
January,Economy,UK,UK,119.35,BRITISH AIRWAYS,HROD,119.35,119.35
January,Economy,UK,UK,198.55,BRITISH AIRWAYS,OSCT,198.55,198.55
March,Premium Economy,UK,Non EEA,622.67,VIRGIN ATLANTIC,Strategy & Reform Directorate,622.67,622.67
January,Economy,UK,UK,103.2,FLYBE BRITISH EUROPEAN,Science & Research Group,103.2,103.2
January,Economy,UK,UK,48.74,EASYJET,Strategic Director Border,48.74,48.74
January,Economy,UK,UK,119.69,BRITISH AIRWAYS,Immigration Group,119.69,119.69
January,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group,60,60
January,Economy,UK,UK,109.53,FLYBE BRITISH EUROPEAN,Strategic Director Border,109.53,109.53
January,Economy,UK,EEA,285.6,BRITISH AIRWAYS,Immigration Group,285.6,285.6
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,HROD,204.35,204.35
January,Economy,UK,UK,75.85,BRITISH AIRWAYS,Immigration Group,75.85,75.85
January,Economy,UK,UK,67.85,BRITISH AIRWAYS,Immigration Group,67.85,67.85
January,Economy,UK,UK,67.85,BRITISH AIRWAYS,Immigration Group,67.85,67.85
January,Economy,UK,UK,205.23,FLYBE BRITISH EUROPEAN,Strategic Director Border,205.23,205.23
January,Business Class,UK,Non EEA,2609.47,VIRGIN ATLANTIC,OSCT,2609.47,2609.47
February,Economy,UK,UK,56.4,BMI,Strategic Director Border,56.4,56.4
January,Economy,UK,UK,189.51,FLYBE BRITISH EUROPEAN,Immigration Group,189.51,189.51
January,Economy,UK,Non EEA,282.6,BRITISH AIRWAYS,Policy & Strategy,282.6,282.6
January,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & Reform Directorate,60,60
January,Economy,UK,UK,164.35,BRITISH AIRWAYS,Criminal & Detention Group,164.35,164.35
January,Economy,UK,UK,124.35,BRITISH AIRWAYS,Criminal & Detention Group,124.35,124.35
January,Economy,UK,UK,15,BRITISH AIRWAYS,Immigration Group,15,15
January,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group,60,60
February,Economy,UK,EEA,293.9,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group,293.9,293.9
February,Economy,UK,EEA,335.3,BRITISH AIRWAYS,Crime & Policing Group,335.3,335.3
January,Economy,UK,EEA,354.8,BRITISH AIRWAYS,Private Office,354.8,354.8
January,Economy,UK,EEA,354.8,BRITISH AIRWAYS,Private Office,354.8,354.8
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,11.99,11.99
January,Economy,UK,UK,75.85,BRITISH AIRWAYS,HROD,75.85,75.85
January,Economy,UK,UK,208.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,208.7,208.7
January,Economy,UK,UK,245.9,BMI,Strategic Director Border,245.9,245.9
January,Business Class,UK,UK,238.55,BRITISH AIRWAYS,Science & Research Group,238.55,238.55
January,Economy,UK,UK,188.54,BRITISH AIRWAYS,Strategy & Reform Directorate,188.54,188.54
January,Economy,UK,UK,106.54,BRITISH AIRWAYS,Strategic Director Border,106.54,106.54
February,Economy,UK,UK,134.59,BMI,Strategic Director Border,134.59,134.59
January,Economy,UK,UK,168.49,BRITISH AIRWAYS,Strategic Director Border,168.49,168.49
February,Economy,UK,UK,153.59,BMI,Strategic Director Border,153.59,153.59
February,Economy,UK,UK,56.4,BMI,Strategic Director Border,56.4,56.4
February,Economy,UK,UK,44.93,BRITISH AIRWAYS,Strategic Director Border,44.93,44.93
February,Economy,UK,UK,65.03,EASYJET,Immigration Group,65.03,65.03
February,Economy,UK,EEA,293.9,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group,293.9,293.9
February,Economy,UK,EEA,335.3,BRITISH AIRWAYS,Crime & Policing Group,335.3,335.3
January,Economy,UK,UK,41,BRITISH AIRWAYS,HMIC,41,41
January,Economy,UK,UK,164.35,BRITISH AIRWAYS,Resource Management Group,164.35,164.35
January,Economy,UK,UK,295.59,BMI,Crime & Policing Group,295.59,295.59
February,Economy,UK,UK,101.54,BRITISH AIRWAYS,Strategic Director Border,101.54,101.54
January,Economy,UK,EEA,98.81,RYANAIR,Policy & Strategy,98.81,98.81
January,Economy,UK,UK,100.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,100.7,100.7
January,Business Class,UK,UK,156.93,BRITISH AIRWAYS,Strategic Director Border,156.93,156.93
January,Economy,UK,UK,60.85,BRITISH AIRWAYS,Strategic Director Border,60.85,60.85
March,Economy,UK,UK,71.93,BRITISH AIRWAYS,Strategy & Reform Directorate,71.93,71.93
March,Economy,UK,UK,123.49,BRITISH AIRWAYS,Strategy & Reform Directorate,123.49,123.49
January,Economy,UK,UK,188.54,BRITISH AIRWAYS,Strategy & Reform Directorate,188.54,188.54
January,Economy,Non EEA,UK,730.9,BRITISH AIRWAYS,OSCT,730.9,730.9
February,Economy,UK,UK,136.51,FLYBE BRITISH EUROPEAN,Immigration Group,136.51,136.51
January,Economy,UK,EEA,237.2,BRITISH AIRWAYS,Policy & Strategy,237.2,237.2
January,Economy,UK,UK,119.69,BRITISH AIRWAYS,Immigration Group,119.69,119.69
February,Economy,UK,EEA,335.3,BRITISH AIRWAYS,Crime & Policing Group,335.3,335.3
March,Economy,UK,UK,94.69,BRITISH AIRWAYS,Strategy & Reform Directorate,94.69,94.69
March,Economy,UK,UK,76.8,BRITISH AIRWAYS,Strategy & Reform Directorate,76.8,76.8
January,Economy,UK,Non EEA,282.6,BRITISH AIRWAYS,Policy & Strategy,282.6,282.6
January,Economy,UK,UK,99.03,EASYJET,Science & Research Group,99.03,99.03
January,Economy,EEA,UK,267.4,BRITISH AIRWAYS,International Group,267.4,267.4
January,Economy,UK,UK,67.85,BRITISH AIRWAYS,Immigration Group,67.85,67.85
January,Economy,UK,UK,129.8,BRITISH AIRWAYS,Immigration Group,129.8,129.8
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,Criminal & Detention Group,204.35,204.35
February,Economy,UK,UK,106.54,BRITISH AIRWAYS,Strategic Director Border,106.54,106.54
March,Premium Economy,UK,Non EEA,622.67,VIRGIN ATLANTIC,Strategy & Reform Directorate,622.67,622.67
February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,HROD,23.98,23.98
January,Economy,UK,UK,252.5,BRITISH AIRWAYS,HMIC,252.5,252.5
January,Economy,UK,UK,85,FLYBE BRITISH EUROPEAN,Strategic Director Border,85,85
January,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Strategic Director Border,32.5,32.5
January,Economy,UK,UK,78.5,BRITISH AIRWAYS,HROD,78.5,78.5
January,Economy,UK,UK,85.85,BRITISH AIRWAYS,Immigration Group,85.85,85.85
January,Economy,UK,UK,119.69,BRITISH AIRWAYS,Immigration Group,119.69,119.69
January,Economy,UK,UK,40.99,RYANAIR,Strategic Director Border,40.99,40.99
January,Economy,UK,UK,147.01,FLYBE BRITISH EUROPEAN,Strategic Director Border,147.01,147.01
January,Economy,UK,EEA,216.5,BRITISH AIRWAYS,Policy & Strategy,216.5,216.5
March,Economy,UK,UK,79.35,BRITISH AIRWAYS,Immigration Group,79.35,79.35
January,Economy,UK,UK,276.62,BRITISH AIRWAYS,Strategic Director Border,276.62,276.62
February,Economy,UK,UK,104.93,BRITISH AIRWAYS,OSCT,104.93,104.93
January,Economy,UK,EEA,168.5,BRITISH AIRWAYS,Strategic Director Border,168.5,168.5
March,Economy,UK,UK,47.4,BMI,Strategy & Reform Directorate,47.4,47.4
January,Economy,UK,UK,125.2,FLYBE BRITISH EUROPEAN,Science & Research Group,125.2,125.2
February,Economy,UK,EEA,293.9,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group,293.9,293.9
January,Economy,UK,UK,134.35,BRITISH AIRWAYS,Strategic Director Border,134.35,134.35
January,Economy,UK,EEA,323.8,BRITISH AIRWAYS,Policy & Strategy,323.8,323.8
January,Economy,UK,UK,189.23,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,189.23,189.23
January,Economy,UK,UK,250.9,BMI,Immigration Group,250.9,250.9
January,Economy,UK,EEA,233.4,BRITISH AIRWAYS,Strategic Director Border,233.4,233.4
January,Economy,UK,Non EEA,236.41,ROYAL AIR MAROC,Immigration Group,236.41,236.41
January,Economy,UK,EEA,177.07,AIR FRANCE,Immigration Group,177.07,177.07
February,Economy,UK,UK,44.93,BRITISH AIRWAYS,Strategic Director Border,44.93,44.93
January,Economy,UK,UK,160.43,BRITISH AIRWAYS,Resource Management Group,160.43,160.43
February,Economy,UK,UK,42.85,BRITISH AIRWAYS,Strategy & Reform Directorate,42.85,42.85
January,Economy,UK,UK,60,BRITISH AIRWAYS,HMIC,60,60
January,Economy,UK,UK,60,BRITISH AIRWAYS,Strategic Director Border,60,60
February,Economy,UK,EEA,143.11,AIR MALTA,Strategic Director Border,143.11,143.11
January,Economy,UK,EEA,354.8,BRITISH AIRWAYS,International Directorate,354.8,354.8
January,Economy,UK,EEA,354.8,BRITISH AIRWAYS,Private Office,354.8,354.8
February,Economy,UK,UK,166.7,FLYBE BRITISH EUROPEAN,Immigration Group,166.7,166.7
January,Economy,UK,UK,227.59,AER LINGUS,Strategic Director Border,227.59,227.59
January,Economy,UK,UK,154.3,LUFTHANSA GERMAN AIRLINES,Strategic Director Border,154.3,154.3
January,Economy,UK,UK,83.03,EASYJET,Finance & Commercial Group,83.03,83.03
March,Economy,UK,Non EEA,308.06,LUFTHANSA GERMAN AIRLINES,Strategic Director Border,308.06,308.06
January,Economy,UK,UK,12,BRITISH AIRWAYS,Strategy & Reform Directorate,12,12
February,Economy,UK,EEA,161.01,AIR MALTA,Strategic Director Border,161.01,161.01
January,Economy,UK,UK,169.53,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,169.53,169.53
February,Economy,UK,UK,160.51,FLYBE BRITISH EUROPEAN,Immigration Group,160.51,160.51
February,Business Class,UK,EEA,997.43,LUFTHANSA GERMAN AIRLINES,Private Office,997.43,997.43
January,Business Class,UK,Non EEA,2333.5,BMI,OSCT,2333.5,2333.5
January,Economy,UK,UK,277.51,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,277.51,277.51
January,Economy,UK,UK,81.81,EASYJET,Strategic Director Border,81.81,81.81
February,Economy,UK,UK,54.03,EASYJET,HROD,54.03,54.03
February,Economy,UK,EEA,143.31,AIR MALTA,Policy & Strategy,143.31,143.31
January,Economy,UK,EEA,137.93,ALITALIA S.P.A.,Crime & Policing Group,137.93,137.93
February,Economy,UK,UK,167.8,EASTERN AIRWAYS,Immigration Group,167.8,167.8
January,Economy,UK,UK,210.1,BMI,Immigration Group,210.1,210.1
January,Business Class,UK,Non EEA,2167,BRITISH AIRWAYS,Strategic Director Border,2167,2167
February,Economy,UK,UK,114.35,BRITISH AIRWAYS,Strategic Director Border,114.35,114.35
January,Economy,UK,UK,144.35,BRITISH AIRWAYS,Immigration Group,144.35,144.35
January,Economy,UK,UK,215.9,BMI,Immigration Group,215.9,215.9
February,Business Class,UK,EEA,1018.43,LUFTHANSA GERMAN AIRLINES,Private Office,1018.43,1018.43
January,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group,60,60
February,Economy,UK,UK,83.5,FLYBE BRITISH EUROPEAN,Immigration Group,83.5,83.5
February,Economy,UK,EEA,166.96,AIR FRANCE,Immigration Group,166.96,166.96
February,Economy,UK,EEA,143.96,AIR FRANCE,Immigration Group,143.96,143.96
February,Economy,UK,UK,175.53,FLYBE BRITISH EUROPEAN,Strategic Director Border,175.53,175.53
January,Economy,UK,UK,257.49,BRITISH AIRWAYS,Immigration Group,257.49,257.49
January,Economy,UK,UK,81.81,EASYJET,Strategic Director Border,81.81,81.81
January,Economy,UK,UK,209.35,BRITISH AIRWAYS,Criminal & Detention Group,209.35,209.35
February,Economy,UK,UK,160.51,FLYBE BRITISH EUROPEAN,Immigration Group,160.51,160.51
January,Economy,EEA,UK,277.1,TAROM,Strategic Director Border,277.1,277.1
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,Immigration Group,204.35,204.35
January,Economy,UK,Non EEA,438.7,BRITISH AIRWAYS,Science & Research Group,438.7,438.7
February,Economy,UK,UK,136.51,FLYBE BRITISH EUROPEAN,Immigration Group,136.51,136.51
January,Economy,UK,UK,295.59,BMI,Crime & Policing Group,295.59,295.59
January,Economy,UK,UK,222.01,FLYBE BRITISH EUROPEAN,HMIC,222.01,222.01
January,Economy,UK,UK,148.23,FLYBE BRITISH EUROPEAN,Immigration Group,148.23,148.23
April,Economy,UK,EEA,145.24,BRUSSELS AIRLINES,Science & Research Group,145.24,145.24
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,HROD,204.35,204.35
January,Economy,UK,UK,164.35,BRITISH AIRWAYS,Strategic Director Border,164.35,164.35
January,Business Class,UK,UK,219.35,BRITISH AIRWAYS,Group HR,219.35,219.35
February,Economy,UK,UK,127.49,BRITISH AIRWAYS,Strategy & Reform Directorate,127.49,127.49
January,Economy,UK,UK,126.49,FLYBE BRITISH EUROPEAN,Strategic Director Border,126.49,126.49
February,Economy,UK,UK,160.51,FLYBE BRITISH EUROPEAN,Immigration Group,160.51,160.51
January,Economy,EEA,UK,277.1,TAROM,Strategic Director Border,277.1,277.1
January,Economy,UK,UK,197.43,BRITISH AIRWAYS,HROD,197.43,197.43
January,Economy,UK,UK,182.01,FLYBE BRITISH EUROPEAN,Resource Management Group,182.01,182.01
February,Economy,UK,UK,202.7,FLYBE BRITISH EUROPEAN,HROD,202.7,202.7
January,Economy,UK,Non EEA,516.17,VIRGIN ATLANTIC,OSCT,516.17,516.17
January,Economy,UK,UK,156.55,BRITISH AIRWAYS,OSCT,156.55,156.55
January,Economy,Non EEA,Non EEA,214,TURKISH AIRLINES,Policy & Strategy,214,214
January,Economy,Non EEA,Non EEA,214,TURKISH AIRLINES,Policy & Strategy,214,214
February,Economy,UK,EEA,234.1,BRITISH AIRWAYS,UKBA,234.1,234.1
January,Economy,UK,UK,85.6,BMI,Finance & Commercial Group,85.6,85.6
January,Economy,UK,UK,99.03,EASYJET,Science & Research Group,99.03,99.03
January,Economy,UK,UK,33,BRITISH AIRWAYS,Strategic Director Border,33,33
January,Economy,UK,UK,255.9,BMI,Strategic Director Border,255.9,255.9
January,Economy,UK,UK,188.6,BMI,Finance & Commercial Group,188.6,188.6
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate,11.99,11.99
January,Economy,UK,UK,138,BMI,Strategic Director Border,138,138
February,Economy,UK,UK,127.49,BRITISH AIRWAYS,Strategy & Reform Directorate,127.49,127.49
January,Economy,UK,EEA,84.16,EASYJET,Policy & Strategy,84.16,84.16
February,Economy,UK,UK,116.03,FLYBE BRITISH EUROPEAN,Strategic Director Border,116.03,116.03
January,Economy,UK,UK,411.59,BMI,Legal Advisors Branch,411.59,411.59
January,Economy,UK,UK,81.93,BRITISH AIRWAYS,Strategic Director Border,81.93,81.93
February,Economy,UK,UK,164.35,BRITISH AIRWAYS,Criminal & Detention Group,164.35,164.35
January,Economy,UK,UK,70.85,FLYBE BRITISH EUROPEAN,Strategic Director Border,70.85,70.85
February,Economy,UK,UK,68,BMI,Immigration Group,68,68
January,Premium Economy,UK,Non EEA,2046.1,BRITISH AIRWAYS,Strategic Director Border,2046.1,2046.1
January,Economy,UK,UK,135.85,BRITISH AIRWAYS,Policy & Strategy,135.85,135.85
February,Economy,UK,UK,150.51,FLYBE BRITISH EUROPEAN,Immigration Group,150.51,150.51
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,11.99,11.99
January,Economy,UK,UK,411.59,BMI,Legal Advisors Branch,411.59,411.59
January,Economy,UK,UK,174.34,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,174.34,174.34
February,Economy,UK,EEA,53.5,BRITISH AIRWAYS,Crime & Policing Group,53.5,53.5
January,Economy,UK,UK,237.5,BRITISH AIRWAYS,HMIC,237.5,237.5
January,Economy,UK,UK,105.01,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate,105.01,105.01
January,Economy,UK,EEA,89.41,EASYJET,Policy & Strategy,89.41,89.41
January,Economy,UK,UK,411.59,BMI,Legal Advisors Branch,411.59,411.59
January,Economy,UK,UK,81.51,FLYBE BRITISH EUROPEAN,Strategic Director Border,81.51,81.51
February,Economy,UK,EEA,148.7,BRITISH AIRWAYS,International Group,148.7,148.7
January,Economy,UK,UK,208.05,FLYBE BRITISH EUROPEAN,Immigration Group,208.05,208.05
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Immigration Group,23.98,23.98
February,Economy,Non EEA,Non EEA,379.8,CONTINENTAL AIRLINES,Strategic Director Border,379.8,379.8
February,Economy,UK,UK,233.62,BRITISH AIRWAYS,Strategic Director Border,233.62,233.62
January,Economy,UK,UK,134.55,EASYJET,Resource Management Group,134.55,134.55
February,Economy,EEA,UK,275.6,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group,275.6,275.6
January,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Science & Research Group,32.5,32.5
January,Economy,UK,UK,140.43,BRITISH AIRWAYS,Finance & Commercial Group,140.43,140.43
January,Economy,UK,EEA,343.12,BRITISH AIRWAYS,Strategic Director Border,343.12,343.12
February,Economy,UK,EEA,397.73,LUFTHANSA GERMAN AIRLINES,Private Office,397.73,397.73
January,Economy,UK,UK,197,BMI,Strategic Director Border,197,197
January,Economy,UK,UK,163.2,FLYBE BRITISH EUROPEAN,Strategic Director Border,163.2,163.2
February,Economy,UK,Non EEA,2095.2,BRITISH AIRWAYS,International Group,2095.2,2095.2
January,Economy,UK,UK,195.43,BRITISH AIRWAYS,Strategic Director Border,195.43,195.43
January,Economy,UK,UK,301.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,301.7,301.7
February,Economy,UK,Non EEA,2094.2,BRITISH AIRWAYS,International Group,2094.2,2094.2
March,Economy,UK,UK,76.01,FLYBE BRITISH EUROPEAN,HROD,76.01,76.01
February,Economy,UK,UK,149.35,BRITISH AIRWAYS,Criminal & Detention Group,149.35,149.35
January,Economy,UK,UK,160.43,BRITISH AIRWAYS,Criminal & Detention Group,160.43,160.43
March,Economy,UK,UK,76.01,FLYBE BRITISH EUROPEAN,HROD,76.01,76.01
January,Economy,UK,UK,87.03,EASYJET,Science & Research Group,87.03,87.03
January,Economy,UK,UK,100.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,100.7,100.7
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Immigration Group,23.98,23.98
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,11.99,11.99
January,Economy,UK,UK,214.99,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,214.99,214.99
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,23.98,23.98
January,Economy,UK,UK,88,FLYBE BRITISH EUROPEAN,Strategic Director Border,88,88
January,Economy,UK,UK,152.31,FLYBE BRITISH EUROPEAN,Strategic Director Border,152.31,152.31
January,Economy,UK,EEA,84.16,EASYJET,Strategic Director Border,84.16,84.16
February,Economy,UK,UK,41.5,BRITISH AIRWAYS,Strategic Director Border,41.5,41.5
February,Economy,UK,UK,124.35,BRITISH AIRWAYS,Criminal & Detention Group,124.35,124.35
January,Economy,UK,UK,140.43,BRITISH AIRWAYS,HROD,140.43,140.43
January,Economy,UK,EEA,178.01,BRITISH AIRWAYS,International Group,178.01,178.01
January,Economy,UK,UK,79.74,EASYJET,Strategic Director Border,79.74,79.74
January,Economy,UK,UK,146.54,BRITISH AIRWAYS,HMIC,146.54,146.54
February,Economy,UK,UK,148.94,FLYBE BRITISH EUROPEAN,Immigration Group,148.94,148.94
January,Economy,UK,UK,295.59,BMI,Legal Advisors Branch,295.59,295.59
February,Economy,UK,EEA,327.9,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group,327.9,327.9
February,Economy,UK,UK,121.49,BRITISH AIRWAYS,HROD,121.49,121.49
January,Business Class,UK,UK,254.35,BRITISH AIRWAYS,Immigration Group,254.35,254.35
January,Economy,UK,UK,40,FLYBE BRITISH EUROPEAN,Science & Research Group,40,40
February,Economy,UK,UK,18,FLYBE BRITISH EUROPEAN,Science & Research Group,18,18
January,Economy,UK,UK,81.69,BRITISH AIRWAYS,Finance & Commercial Group,81.69,81.69
January,Economy,UK,UK,182.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,182.7,182.7
January,Economy,UK,UK,129.35,BRITISH AIRWAYS,Strategic Director Border,129.35,129.35
February,Economy,Non EEA,Non EEA,379.8,CONTINENTAL AIRLINES,Strategic Director Border,379.8,379.8
January,Economy,UK,UK,87.03,EASYJET,Immigration Group,87.03,87.03
January,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate,32.5,32.5
January,Economy,UK,UK,215.9,BMI,Immigration Group,215.9,215.9
February,Economy,UK,UK,127.49,BRITISH AIRWAYS,Strategy & Reform Directorate,127.49,127.49
January,Economy,UK,UK,135.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,135.7,135.7
January,Economy,UK,UK,231.9,EASTERN AIRWAYS,Group HR,231.9,231.9
January,Economy,UK,UK,174.34,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,174.34,174.34
January,Economy,UK,UK,44.74,EASYJET,Strategic Director Border,44.74,44.74
January,Economy,UK,UK,44.74,EASYJET,Strategic Director Border,44.74,44.74
March,Economy,UK,EEA,156.16,EASYJET,International Group,156.16,156.16
February,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,65,65
January,Economy,UK,UK,134.55,EASYJET,Resource Management Group,134.55,134.55
February,Economy,UK,EEA,68.5,BRITISH AIRWAYS,SIG,68.5,68.5
January,Economy,UK,UK,163.03,EASYJET,Strategic Director Border,163.03,163.03
January,Economy,UK,UK,81.51,FLYBE BRITISH EUROPEAN,Strategic Director Border,81.51,81.51
January,Economy,UK,UK,81.69,BRITISH AIRWAYS,Finance & Commercial Group,81.69,81.69
February,Economy,UK,EEA,245.57,LOT-POLISH AIRLINES,Strategic Director Border,245.57,245.57
January,Economy,UK,UK,77.85,BRITISH AIRWAYS,HMIC,77.85,77.85
January,Economy,UK,UK,136.55,BRITISH AIRWAYS,Science & Research Group,136.55,136.55
January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,Criminal & Detention Group,204.35,204.35
January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,11.99,11.99
February,Economy,UK,UK,100.53,FLYBE BRITISH EUROPEAN,Strategic Director Border,100.53,100.53
January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,23.98,23.98
